"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Dec., 2007"	"2007/12"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"			6	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Apr., 2008"	"2008/04"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"May, 2008"	"2008/05"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jul., 2008"	"2008/07"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Aug., 2008"	"2008/08"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Sep., 2008"	"2008/09"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"			6	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jan., 2009"	"2009/01"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Feb., 2009"	"2009/02"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Mar., 2009"	"2009/03"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"May, 2009"	"2009/05"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Aug., 2009"	"2009/08"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Oct., 2009"	"2009/10"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Dec., 2009"	"2009/12"	2	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"			13	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jan., 2010"	"2010/01"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Feb., 2010"	"2010/02"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Mar., 2010"	"2010/03"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Apr., 2010"	"2010/04"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"May, 2010"	"2010/05"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jul., 2010"	"2010/07"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Sep., 2010"	"2010/09"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Oct., 2010"	"2010/10"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Nov., 2010"	"2010/11"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Dec., 2010"	"2010/12"	3	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"			17	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jan., 2011"	"2011/01"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Mar., 2011"	"2011/03"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Apr., 2011"	"2011/04"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"May, 2011"	"2011/05"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Aug., 2011"	"2011/08"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Sep., 2011"	"2011/09"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Oct., 2011"	"2011/10"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"			9	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jan., 2012"	"2012/01"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Mar., 2012"	"2012/03"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Apr., 2012"	"2012/04"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jul., 2012"	"2012/07"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Aug., 2012"	"2012/08"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Sep., 2012"	"2012/09"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Oct., 2012"	"2012/10"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Dec., 2012"	"2012/12"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"			16	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jan., 2013"	"2013/01"	4	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Feb., 2013"	"2013/02"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Mar., 2013"	"2013/03"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Apr., 2013"	"2013/04"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"May, 2013"	"2013/05"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jun., 2013"	"2013/06"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Aug., 2013"	"2013/08"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Oct., 2013"	"2013/10"	5	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Dec., 2013"	"2013/12"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"			21	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jan., 2014"	"2014/01"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Feb., 2014"	"2014/02"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Mar., 2014"	"2014/03"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Apr., 2014"	"2014/04"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"May, 2014"	"2014/05"	4	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jun., 2014"	"2014/06"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jul., 2014"	"2014/07"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Oct., 2014"	"2014/10"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Nov., 2014"	"2014/11"	6	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"			25	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jan., 2015"	"2015/01"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Feb., 2015"	"2015/02"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Mar., 2015"	"2015/03"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"May, 2015"	"2015/05"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jun., 2015"	"2015/06"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jul., 2015"	"2015/07"	4	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Aug., 2015"	"2015/08"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Sep., 2015"	"2015/09"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Oct., 2015"	"2015/10"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Dec., 2015"	"2015/12"	2	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"			21	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"					172	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Jan., 1999"	"1999/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Mar., 1999"	"1999/03"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"May, 1999"	"1999/05"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Jun., 1999"	"1999/06"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Jul., 1999"	"1999/07"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Sep., 1999"	"1999/09"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Oct., 1999"	"1999/10"	2	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"1999"	"1999"			11	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2000"	"2000"	"Jan., 2000"	"2000/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2000"	"2000"	"Feb., 2000"	"2000/02"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2000"	"2000"	"Mar., 2000"	"2000/03"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2000"	"2000"	"Apr., 2000"	"2000/04"	4	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2000"	"2000"	"May, 2000"	"2000/05"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2000"	"2000"	"Jun., 2000"	"2000/06"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2000"	"2000"	"Aug., 2000"	"2000/08"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2000"	"2000"			11	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2001"	"2001"	"Jan., 2001"	"2001/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2001"	"2001"	"Feb., 2001"	"2001/02"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2001"	"2001"	"Mar., 2001"	"2001/03"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2001"	"2001"	"May, 2001"	"2001/05"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2001"	"2001"	"Jun., 2001"	"2001/06"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2001"	"2001"	"Jul., 2001"	"2001/07"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2001"	"2001"	"Aug., 2001"	"2001/08"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2001"	"2001"	"Oct., 2001"	"2001/10"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2001"	"2001"	"Dec., 2001"	"2001/12"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2001"	"2001"			12	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2002"	"2002"	"Mar., 2002"	"2002/03"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2002"	"2002"	"Apr., 2002"	"2002/04"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2002"	"2002"	"May, 2002"	"2002/05"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2002"	"2002"	"Jun., 2002"	"2002/06"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2002"	"2002"	"Jul., 2002"	"2002/07"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2002"	"2002"	"Sep., 2002"	"2002/09"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2002"	"2002"	"Nov., 2002"	"2002/11"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2002"	"2002"			9	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Jan., 2003"	"2003/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Feb., 2003"	"2003/02"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Mar., 2003"	"2003/03"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"May, 2003"	"2003/05"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Jun., 2003"	"2003/06"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Jul., 2003"	"2003/07"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Aug., 2003"	"2003/08"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Sep., 2003"	"2003/09"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Dec., 2003"	"2003/12"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2003"	"2003"			10	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2004"	"2004"	"Jan., 2004"	"2004/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2004"	"2004"	"May, 2004"	"2004/05"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2004"	"2004"	"Jun., 2004"	"2004/06"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2004"	"2004"	"Aug., 2004"	"2004/08"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2004"	"2004"	"Oct., 2004"	"2004/10"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2004"	"2004"	"Dec., 2004"	"2004/12"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2004"	"2004"			7	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Jan., 2005"	"2005/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Feb., 2005"	"2005/02"	3	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Mar., 2005"	"2005/03"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Apr., 2005"	"2005/04"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"May, 2005"	"2005/05"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Jun., 2005"	"2005/06"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Jul., 2005"	"2005/07"	4	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Aug., 2005"	"2005/08"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Sep., 2005"	"2005/09"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Oct., 2005"	"2005/10"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Nov., 2005"	"2005/11"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Dec., 2005"	"2005/12"	2	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2005"	"2005"			18	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2006"	"2006"	"Jun., 2006"	"2006/06"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2006"	"2006"	"Jul., 2006"	"2006/07"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2006"	"2006"	"Aug., 2006"	"2006/08"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2006"	"2006"	"Dec., 2006"	"2006/12"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2006"	"2006"			4	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2007"	"2007"	"Jan., 2007"	"2007/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2007"	"2007"	"Mar., 2007"	"2007/03"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2007"	"2007"	"Jun., 2007"	"2007/06"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2007"	"2007"	"Nov., 2007"	"2007/11"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2007"	"2007"	"Dec., 2007"	"2007/12"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2007"	"2007"			6	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2008"	"2008"	"Mar., 2008"	"2008/03"	3	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2008"	"2008"	"Apr., 2008"	"2008/04"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2008"	"2008"	"May, 2008"	"2008/05"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2008"	"2008"	"Aug., 2008"	"2008/08"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2008"	"2008"			6	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2009"	"2009"	"Jan., 2009"	"2009/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2009"	"2009"	"Mar., 2009"	"2009/03"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2009"	"2009"	"Apr., 2009"	"2009/04"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2009"	"2009"	"Jul., 2009"	"2009/07"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2009"	"2009"	"Aug., 2009"	"2009/08"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2009"	"2009"	"Oct., 2009"	"2009/10"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2009"	"2009"			6	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2010"	"2010"	"Jan., 2010"	"2010/01"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2010"	"2010"	"Jun., 2010"	"2010/06"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2010"	"2010"	"Dec., 2010"	"2010/12"	3	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2010"	"2010"			6	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2011"	"2011"	"Apr., 2011"	"2011/04"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2011"	"2011"	"Jun., 2011"	"2011/06"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2011"	"2011"	"Jul., 2011"	"2011/07"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2011"	"2011"	"Dec., 2011"	"2011/12"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2011"	"2011"			4	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2012"	"2012"	"Apr., 2012"	"2012/04"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2012"	"2012"	"May, 2012"	"2012/05"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2012"	"2012"	"Oct., 2012"	"2012/10"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2012"	"2012"			3	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2013"	"2013"	"Jan., 2013"	"2013/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2013"	"2013"	"May, 2013"	"2013/05"	2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2013"	"2013"	"Aug., 2013"	"2013/08"	3	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2013"	"2013"	"Sep., 2013"	"2013/09"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2013"	"2013"	"Dec., 2013"	"2013/12"	1	Not Applicable	Not Applicable
