"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Jul., 2003"	"2003/07"	251	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Aug., 2003"	"2003/08"	222	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Sep., 2003"	"2003/09"	242	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Oct., 2003"	"2003/10"	279	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Nov., 2003"	"2003/11"	263	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Dec., 2003"	"2003/12"	307	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Jan., 2004"	"2004/01"	416	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Feb., 2004"	"2004/02"	393	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Mar., 2004"	"2004/03"	368	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Apr., 2004"	"2004/04"	388	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"May, 2004"	"2004/05"	357	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Jun., 2004"	"2004/06"	337	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Jul., 2004"	"2004/07"	366	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Aug., 2004"	"2004/08"	328	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Sep., 2004"	"2004/09"	318	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Oct., 2004"	"2004/10"	353	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Nov., 2004"	"2004/11"	360	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Dec., 2004"	"2004/12"	407	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jan., 2005"	"2005/01"	441	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Feb., 2005"	"2005/02"	478	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Mar., 2005"	"2005/03"	625	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Apr., 2005"	"2005/04"	577	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"May, 2005"	"2005/05"	537	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jun., 2005"	"2005/06"	480	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jul., 2005"	"2005/07"	416	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Aug., 2005"	"2005/08"	393	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Sep., 2005"	"2005/09"	397	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Oct., 2005"	"2005/10"	444	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Nov., 2005"	"2005/11"	407	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Dec., 2005"	"2005/12"	519	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Jan., 2006"	"2006/01"	547	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Feb., 2006"	"2006/02"	589	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Mar., 2006"	"2006/03"	642	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Apr., 2006"	"2006/04"	641	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"May, 2006"	"2006/05"	602	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Jun., 2006"	"2006/06"	545	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Jul., 2006"	"2006/07"	498	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Aug., 2006"	"2006/08"	526	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Sep., 2006"	"2006/09"	495	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Oct., 2006"	"2006/10"	486	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Nov., 2006"	"2006/11"	520	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Dec., 2006"	"2006/12"	594	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Jan., 2007"	"2007/01"	636	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Feb., 2007"	"2007/02"	627	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Mar., 2007"	"2007/03"	670	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Apr., 2007"	"2007/04"	568	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"May, 2007"	"2007/05"	631	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Jun., 2007"	"2007/06"	533	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Jul., 2007"	"2007/07"	539	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Aug., 2007"	"2007/08"	509	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Sep., 2007"	"2007/09"	469	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Oct., 2007"	"2007/10"	497	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Nov., 2007"	"2007/11"	540	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Dec., 2007"	"2007/12"	580	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jan., 2008"	"2008/01"	642	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Feb., 2008"	"2008/02"	681	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Mar., 2008"	"2008/03"	837	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Apr., 2008"	"2008/04"	784	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"May, 2008"	"2008/05"	766	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jun., 2008"	"2008/06"	681	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jul., 2008"	"2008/07"	599	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Aug., 2008"	"2008/08"	587	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Sep., 2008"	"2008/09"	540	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Oct., 2008"	"2008/10"	566	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Nov., 2008"	"2008/11"	582	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Dec., 2008"	"2008/12"	668	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jan., 2009"	"2009/01"	1008	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Feb., 2009"	"2009/02"	992	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Mar., 2009"	"2009/03"	1062	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Apr., 2009"	"2009/04"	893	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"May, 2009"	"2009/05"	937	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jun., 2009"	"2009/06"	750	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jul., 2009"	"2009/07"	831	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Aug., 2009"	"2009/08"	711	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Sep., 2009"	"2009/09"	725	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Oct., 2009"	"2009/10"	798	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Nov., 2009"	"2009/11"	759	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Dec., 2009"	"2009/12"	820	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jan., 2010"	"2010/01"	887	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Feb., 2010"	"2010/02"	826	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Mar., 2010"	"2010/03"	989	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Apr., 2010"	"2010/04"	953	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"May, 2010"	"2010/05"	866	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jun., 2010"	"2010/06"	805	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jul., 2010"	"2010/07"	813	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Aug., 2010"	"2010/08"	821	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Sep., 2010"	"2010/09"	733	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Oct., 2010"	"2010/10"	828	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Nov., 2010"	"2010/11"	854	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Dec., 2010"	"2010/12"	932	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jan., 2011"	"2011/01"	1121	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Feb., 2011"	"2011/02"	988	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Mar., 2011"	"2011/03"	1102	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Apr., 2011"	"2011/04"	985	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"May, 2011"	"2011/05"	954	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jun., 2011"	"2011/06"	893	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jul., 2011"	"2011/07"	794	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Aug., 2011"	"2011/08"	825	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Sep., 2011"	"2011/09"	777	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Oct., 2011"	"2011/10"	845	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Nov., 2011"	"2011/11"	885	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Dec., 2011"	"2011/12"	926	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jan., 2012"	"2012/01"	1022	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Feb., 2012"	"2012/02"	968	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Mar., 2012"	"2012/03"	1026	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Apr., 2012"	"2012/04"	978	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"May, 2012"	"2012/05"	865	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jun., 2012"	"2012/06"	853	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jul., 2012"	"2012/07"	805	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Aug., 2012"	"2012/08"	833	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Sep., 2012"	"2012/09"	778	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Oct., 2012"	"2012/10"	824	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Nov., 2012"	"2012/11"	768	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Dec., 2012"	"2012/12"	954	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jan., 2013"	"2013/01"	1126	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Feb., 2013"	"2013/02"	975	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Mar., 2013"	"2013/03"	1103	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Apr., 2013"	"2013/04"	957	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"May, 2013"	"2013/05"	906	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jun., 2013"	"2013/06"	790	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jul., 2013"	"2013/07"	778	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Aug., 2013"	"2013/08"	819	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Sep., 2013"	"2013/09"	762	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Oct., 2013"	"2013/10"	813	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Nov., 2013"	"2013/11"	773	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Dec., 2013"	"2013/12"	836	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jan., 2014"	"2014/01"	867	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Feb., 2014"	"2014/02"	921	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Mar., 2014"	"2014/03"	911	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Apr., 2014"	"2014/04"	821	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"May, 2014"	"2014/05"	852	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jun., 2014"	"2014/06"	775	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jul., 2014"	"2014/07"	816	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Aug., 2014"	"2014/08"	757	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Sep., 2014"	"2014/09"	725	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Oct., 2014"	"2014/10"	761	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Nov., 2014"	"2014/11"	790	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Dec., 2014"	"2014/12"	834	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jan., 2015"	"2015/01"	915	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Feb., 2015"	"2015/02"	980	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Mar., 2015"	"2015/03"	1017	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Apr., 2015"	"2015/04"	907	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"May, 2015"	"2015/05"	896	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jun., 2015"	"2015/06"	776	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jul., 2015"	"2015/07"	745	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Aug., 2015"	"2015/08"	799	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Sep., 2015"	"2015/09"	754	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Oct., 2015"	"2015/10"	772	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Nov., 2015"	"2015/11"	769	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Dec., 2015"	"2015/12"	801	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Jan., 1999"	"1999/01"	94	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Feb., 1999"	"1999/02"	72	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Mar., 1999"	"1999/03"	90	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Apr., 1999"	"1999/04"	80	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"May, 1999"	"1999/05"	71	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Jun., 1999"	"1999/06"	72	Not Applicable	Not Applicable
