"Notes"	"ICD Chapter"	"ICD Chapter Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Jul., 2000"	"2000/07"	463	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Aug., 2000"	"2000/08"	477	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Sep., 2000"	"2000/09"	434	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Oct., 2000"	"2000/10"	442	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Nov., 2000"	"2000/11"	490	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Dec., 2000"	"2000/12"	578	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"			5915	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Jan., 2001"	"2001/01"	569	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Feb., 2001"	"2001/02"	508	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Mar., 2001"	"2001/03"	545	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Apr., 2001"	"2001/04"	550	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"May, 2001"	"2001/05"	519	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Jun., 2001"	"2001/06"	499	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Jul., 2001"	"2001/07"	528	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Aug., 2001"	"2001/08"	509	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Sep., 2001"	"2001/09"	545	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Oct., 2001"	"2001/10"	535	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Nov., 2001"	"2001/11"	541	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Dec., 2001"	"2001/12"	586	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"			6434	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Jan., 2002"	"2002/01"	614	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Feb., 2002"	"2002/02"	566	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Mar., 2002"	"2002/03"	628	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Apr., 2002"	"2002/04"	537	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"May, 2002"	"2002/05"	599	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Jun., 2002"	"2002/06"	493	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Jul., 2002"	"2002/07"	542	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Aug., 2002"	"2002/08"	554	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Sep., 2002"	"2002/09"	547	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Oct., 2002"	"2002/10"	600	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Nov., 2002"	"2002/11"	588	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Dec., 2002"	"2002/12"	671	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"			6939	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Jan., 2003"	"2003/01"	709	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Feb., 2003"	"2003/02"	619	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Mar., 2003"	"2003/03"	707	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Apr., 2003"	"2003/04"	594	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"May, 2003"	"2003/05"	602	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Jun., 2003"	"2003/06"	574	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Jul., 2003"	"2003/07"	652	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Aug., 2003"	"2003/08"	611	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Sep., 2003"	"2003/09"	545	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Oct., 2003"	"2003/10"	648	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Nov., 2003"	"2003/11"	662	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Dec., 2003"	"2003/12"	771	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"			7694	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Jan., 2004"	"2004/01"	801	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Feb., 2004"	"2004/02"	677	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Mar., 2004"	"2004/03"	675	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Apr., 2004"	"2004/04"	646	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"May, 2004"	"2004/05"	671	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Jun., 2004"	"2004/06"	607	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Jul., 2004"	"2004/07"	646	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Aug., 2004"	"2004/08"	634	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Sep., 2004"	"2004/09"	663	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Oct., 2004"	"2004/10"	729	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Nov., 2004"	"2004/11"	644	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Dec., 2004"	"2004/12"	741	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"			8134	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Jan., 2005"	"2005/01"	751	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Feb., 2005"	"2005/02"	680	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Mar., 2005"	"2005/03"	834	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Apr., 2005"	"2005/04"	694	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"May, 2005"	"2005/05"	676	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Jun., 2005"	"2005/06"	686	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Jul., 2005"	"2005/07"	676	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Aug., 2005"	"2005/08"	656	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Sep., 2005"	"2005/09"	680	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Oct., 2005"	"2005/10"	708	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Nov., 2005"	"2005/11"	698	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	"Dec., 2005"	"2005/12"	807	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"			8546	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Jan., 2006"	"2006/01"	777	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Feb., 2006"	"2006/02"	754	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Mar., 2006"	"2006/03"	833	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Apr., 2006"	"2006/04"	783	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"May, 2006"	"2006/05"	770	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Jun., 2006"	"2006/06"	742	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Jul., 2006"	"2006/07"	719	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Aug., 2006"	"2006/08"	736	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Sep., 2006"	"2006/09"	718	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Oct., 2006"	"2006/10"	834	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Nov., 2006"	"2006/11"	752	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	"Dec., 2006"	"2006/12"	815	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"			9233	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Jan., 2007"	"2007/01"	921	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Feb., 2007"	"2007/02"	806	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Mar., 2007"	"2007/03"	882	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Apr., 2007"	"2007/04"	810	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"May, 2007"	"2007/05"	797	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Jun., 2007"	"2007/06"	737	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Jul., 2007"	"2007/07"	761	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Aug., 2007"	"2007/08"	763	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Sep., 2007"	"2007/09"	767	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Oct., 2007"	"2007/10"	784	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Nov., 2007"	"2007/11"	787	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	"Dec., 2007"	"2007/12"	894	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"			9709	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Jan., 2008"	"2008/01"	908	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Feb., 2008"	"2008/02"	988	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Mar., 2008"	"2008/03"	957	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Apr., 2008"	"2008/04"	886	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"May, 2008"	"2008/05"	887	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Jun., 2008"	"2008/06"	802	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Jul., 2008"	"2008/07"	859	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Aug., 2008"	"2008/08"	856	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Sep., 2008"	"2008/09"	820	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Oct., 2008"	"2008/10"	872	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Nov., 2008"	"2008/11"	904	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	"Dec., 2008"	"2008/12"	927	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"			10666	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Jan., 2009"	"2009/01"	1029	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Feb., 2009"	"2009/02"	915	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Mar., 2009"	"2009/03"	967	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Apr., 2009"	"2009/04"	945	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"May, 2009"	"2009/05"	885	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Jun., 2009"	"2009/06"	851	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Jul., 2009"	"2009/07"	873	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Aug., 2009"	"2009/08"	865	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Sep., 2009"	"2009/09"	930	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Oct., 2009"	"2009/10"	914	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Nov., 2009"	"2009/11"	965	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	"Dec., 2009"	"2009/12"	1053	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"			11192	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Jan., 2010"	"2010/01"	983	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Feb., 2010"	"2010/02"	928	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Mar., 2010"	"2010/03"	937	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Apr., 2010"	"2010/04"	964	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"May, 2010"	"2010/05"	945	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Jun., 2010"	"2010/06"	892	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Jul., 2010"	"2010/07"	949	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Aug., 2010"	"2010/08"	927	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Sep., 2010"	"2010/09"	915	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Oct., 2010"	"2010/10"	996	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Nov., 2010"	"2010/11"	952	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	"Dec., 2010"	"2010/12"	979	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"			11367	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Jan., 2011"	"2011/01"	1128	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Feb., 2011"	"2011/02"	1044	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Mar., 2011"	"2011/03"	1080	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Apr., 2011"	"2011/04"	958	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"May, 2011"	"2011/05"	938	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Jun., 2011"	"2011/06"	1006	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Jul., 2011"	"2011/07"	911	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Aug., 2011"	"2011/08"	930	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Sep., 2011"	"2011/09"	935	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Oct., 2011"	"2011/10"	1005	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Nov., 2011"	"2011/11"	975	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	"Dec., 2011"	"2011/12"	1064	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"			11974	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Jan., 2012"	"2012/01"	1088	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Feb., 2012"	"2012/02"	990	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Mar., 2012"	"2012/03"	1062	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Apr., 2012"	"2012/04"	1041	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"May, 2012"	"2012/05"	1042	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Jun., 2012"	"2012/06"	1017	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Jul., 2012"	"2012/07"	932	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Aug., 2012"	"2012/08"	1043	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Sep., 2012"	"2012/09"	918	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Oct., 2012"	"2012/10"	1089	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Nov., 2012"	"2012/11"	1034	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	"Dec., 2012"	"2012/12"	1150	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"			12406	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Jan., 2013"	"2013/01"	1251	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Feb., 2013"	"2013/02"	1040	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Mar., 2013"	"2013/03"	1189	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Apr., 2013"	"2013/04"	1037	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"May, 2013"	"2013/05"	1038	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Jun., 2013"	"2013/06"	1074	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Jul., 2013"	"2013/07"	980	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Aug., 2013"	"2013/08"	1042	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Sep., 2013"	"2013/09"	1020	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Oct., 2013"	"2013/10"	1065	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Nov., 2013"	"2013/11"	989	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	"Dec., 2013"	"2013/12"	1205	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"			12930	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2014"	"2014"	"Jan., 2014"	"2014/01"	1325	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2014"	"2014"	"Feb., 2014"	"2014/02"	1123	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2014"	"2014"	"Mar., 2014"	"2014/03"	1173	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2014"	"2014"	"Apr., 2014"	"2014/04"	1084	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2014"	"2014"	"May, 2014"	"2014/05"	1035	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2014"	"2014"	"Jun., 2014"	"2014/06"	1107	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2014"	"2014"	"Jul., 2014"	"2014/07"	1099	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2014"	"2014"	"Aug., 2014"	"2014/08"	1033	Not Applicable	Not Applicable
