"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Intestinal infectious diseases"	"A00-A09"	"2000"	"2000"	"Sep., 2000"	"2000/09"	54	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2000"	"2000"	"Oct., 2000"	"2000/10"	43	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2000"	"2000"	"Nov., 2000"	"2000/11"	50	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2000"	"2000"	"Dec., 2000"	"2000/12"	67	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2000"	"2000"			759	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Jan., 2001"	"2001/01"	82	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Feb., 2001"	"2001/02"	75	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Mar., 2001"	"2001/03"	76	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Apr., 2001"	"2001/04"	69	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"May, 2001"	"2001/05"	81	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Jun., 2001"	"2001/06"	74	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Jul., 2001"	"2001/07"	66	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Aug., 2001"	"2001/08"	83	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Sep., 2001"	"2001/09"	64	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Oct., 2001"	"2001/10"	81	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Nov., 2001"	"2001/11"	69	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"	"Dec., 2001"	"2001/12"	85	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2001"	"2001"			905	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Jan., 2002"	"2002/01"	114	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Feb., 2002"	"2002/02"	115	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Mar., 2002"	"2002/03"	149	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Apr., 2002"	"2002/04"	119	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"May, 2002"	"2002/05"	137	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Jun., 2002"	"2002/06"	113	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Jul., 2002"	"2002/07"	102	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Aug., 2002"	"2002/08"	92	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Sep., 2002"	"2002/09"	91	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Oct., 2002"	"2002/10"	112	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Nov., 2002"	"2002/11"	110	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"	"Dec., 2002"	"2002/12"	163	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2002"	"2002"			1417	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Jan., 2003"	"2003/01"	176	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Feb., 2003"	"2003/02"	171	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Mar., 2003"	"2003/03"	148	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Apr., 2003"	"2003/04"	149	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"May, 2003"	"2003/05"	155	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Jun., 2003"	"2003/06"	136	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Jul., 2003"	"2003/07"	149	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Aug., 2003"	"2003/08"	122	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Sep., 2003"	"2003/09"	136	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Oct., 2003"	"2003/10"	151	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Nov., 2003"	"2003/11"	173	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Dec., 2003"	"2003/12"	184	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"			1850	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Jan., 2004"	"2004/01"	236	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Feb., 2004"	"2004/02"	244	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Mar., 2004"	"2004/03"	217	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Apr., 2004"	"2004/04"	237	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"May, 2004"	"2004/05"	212	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Jun., 2004"	"2004/06"	190	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Jul., 2004"	"2004/07"	208	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Aug., 2004"	"2004/08"	188	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Sep., 2004"	"2004/09"	189	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Oct., 2004"	"2004/10"	211	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Nov., 2004"	"2004/11"	213	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Dec., 2004"	"2004/12"	221	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"			2566	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jan., 2005"	"2005/01"	242	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Feb., 2005"	"2005/02"	272	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Mar., 2005"	"2005/03"	365	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Apr., 2005"	"2005/04"	332	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"May, 2005"	"2005/05"	318	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jun., 2005"	"2005/06"	252	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jul., 2005"	"2005/07"	240	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Aug., 2005"	"2005/08"	233	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Sep., 2005"	"2005/09"	218	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Oct., 2005"	"2005/10"	238	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Nov., 2005"	"2005/11"	242	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Dec., 2005"	"2005/12"	281	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"			3233	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Jan., 2006"	"2006/01"	322	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Feb., 2006"	"2006/02"	339	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Mar., 2006"	"2006/03"	370	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Apr., 2006"	"2006/04"	356	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"May, 2006"	"2006/05"	354	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Jun., 2006"	"2006/06"	297	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Jul., 2006"	"2006/07"	292	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Aug., 2006"	"2006/08"	287	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Sep., 2006"	"2006/09"	278	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Oct., 2006"	"2006/10"	272	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Nov., 2006"	"2006/11"	303	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Dec., 2006"	"2006/12"	345	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"			3815	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Jan., 2007"	"2007/01"	383	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Feb., 2007"	"2007/02"	376	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Mar., 2007"	"2007/03"	385	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Apr., 2007"	"2007/04"	322	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"May, 2007"	"2007/05"	368	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Jun., 2007"	"2007/06"	287	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Jul., 2007"	"2007/07"	304	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Aug., 2007"	"2007/08"	290	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Sep., 2007"	"2007/09"	266	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Oct., 2007"	"2007/10"	309	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Nov., 2007"	"2007/11"	290	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Dec., 2007"	"2007/12"	333	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"			3913	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jan., 2008"	"2008/01"	374	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Feb., 2008"	"2008/02"	402	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Mar., 2008"	"2008/03"	485	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Apr., 2008"	"2008/04"	445	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"May, 2008"	"2008/05"	444	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jun., 2008"	"2008/06"	395	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jul., 2008"	"2008/07"	328	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Aug., 2008"	"2008/08"	316	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Sep., 2008"	"2008/09"	310	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Oct., 2008"	"2008/10"	318	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Nov., 2008"	"2008/11"	337	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Dec., 2008"	"2008/12"	376	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"			4530	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jan., 2009"	"2009/01"	515	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Feb., 2009"	"2009/02"	556	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Mar., 2009"	"2009/03"	589	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Apr., 2009"	"2009/04"	500	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"May, 2009"	"2009/05"	514	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jun., 2009"	"2009/06"	402	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jul., 2009"	"2009/07"	459	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Aug., 2009"	"2009/08"	394	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Sep., 2009"	"2009/09"	389	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Oct., 2009"	"2009/10"	449	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Nov., 2009"	"2009/11"	385	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Dec., 2009"	"2009/12"	434	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"			5586	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jan., 2010"	"2010/01"	475	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Feb., 2010"	"2010/02"	436	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Mar., 2010"	"2010/03"	533	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Apr., 2010"	"2010/04"	513	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"May, 2010"	"2010/05"	460	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jun., 2010"	"2010/06"	434	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jul., 2010"	"2010/07"	455	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Aug., 2010"	"2010/08"	427	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Sep., 2010"	"2010/09"	412	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Oct., 2010"	"2010/10"	453	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Nov., 2010"	"2010/11"	478	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Dec., 2010"	"2010/12"	512	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"			5588	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jan., 2011"	"2011/01"	613	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Feb., 2011"	"2011/02"	549	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Mar., 2011"	"2011/03"	581	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Apr., 2011"	"2011/04"	532	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"May, 2011"	"2011/05"	547	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jun., 2011"	"2011/06"	513	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jul., 2011"	"2011/07"	432	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Aug., 2011"	"2011/08"	443	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Sep., 2011"	"2011/09"	424	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Oct., 2011"	"2011/10"	451	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Nov., 2011"	"2011/11"	461	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Dec., 2011"	"2011/12"	514	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"			6060	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jan., 2012"	"2012/01"	577	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Feb., 2012"	"2012/02"	525	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Mar., 2012"	"2012/03"	579	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Apr., 2012"	"2012/04"	542	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"May, 2012"	"2012/05"	484	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jun., 2012"	"2012/06"	450	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jul., 2012"	"2012/07"	419	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Aug., 2012"	"2012/08"	441	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Sep., 2012"	"2012/09"	405	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Oct., 2012"	"2012/10"	447	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Nov., 2012"	"2012/11"	420	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Dec., 2012"	"2012/12"	544	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"			5833	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jan., 2013"	"2013/01"	621	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Feb., 2013"	"2013/02"	504	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Mar., 2013"	"2013/03"	607	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Apr., 2013"	"2013/04"	538	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"May, 2013"	"2013/05"	500	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jun., 2013"	"2013/06"	424	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jul., 2013"	"2013/07"	438	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Aug., 2013"	"2013/08"	446	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Sep., 2013"	"2013/09"	422	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Oct., 2013"	"2013/10"	441	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Nov., 2013"	"2013/11"	392	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Dec., 2013"	"2013/12"	457	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"			5790	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jan., 2014"	"2014/01"	458	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Feb., 2014"	"2014/02"	494	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Mar., 2014"	"2014/03"	482	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Apr., 2014"	"2014/04"	409	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"May, 2014"	"2014/05"	447	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jun., 2014"	"2014/06"	392	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jul., 2014"	"2014/07"	434	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Aug., 2014"	"2014/08"	411	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Sep., 2014"	"2014/09"	379	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Oct., 2014"	"2014/10"	397	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Nov., 2014"	"2014/11"	393	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Dec., 2014"	"2014/12"	421	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"			5117	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jan., 2015"	"2015/01"	463	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Feb., 2015"	"2015/02"	510	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Mar., 2015"	"2015/03"	555	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Apr., 2015"	"2015/04"	466	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"May, 2015"	"2015/05"	450	Not Applicable	Not Applicable
