"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"	"Nov., 2003"	"2003/11"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2003"	"2003"			8	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Mar., 2004"	"2004/03"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"	"Apr., 2004"	"2004/04"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2004"	"2004"			2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jan., 2005"	"2005/01"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Feb., 2005"	"2005/02"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Mar., 2005"	"2005/03"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Apr., 2005"	"2005/04"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jun., 2005"	"2005/06"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jul., 2005"	"2005/07"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Sep., 2005"	"2005/09"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Oct., 2005"	"2005/10"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Nov., 2005"	"2005/11"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Dec., 2005"	"2005/12"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"			12	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Apr., 2006"	"2006/04"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Aug., 2006"	"2006/08"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Nov., 2006"	"2006/11"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"			4	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Feb., 2007"	"2007/02"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Apr., 2007"	"2007/04"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Sep., 2007"	"2007/09"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Nov., 2007"	"2007/11"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Dec., 2007"	"2007/12"	2	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"			7	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Sep., 2008"	"2008/09"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"			1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Feb., 2009"	"2009/02"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Mar., 2009"	"2009/03"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Apr., 2009"	"2009/04"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"May, 2009"	"2009/05"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jun., 2009"	"2009/06"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jul., 2009"	"2009/07"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Dec., 2009"	"2009/12"	2	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"			9	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jan., 2010"	"2010/01"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Feb., 2010"	"2010/02"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Mar., 2010"	"2010/03"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Apr., 2010"	"2010/04"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"May, 2010"	"2010/05"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jun., 2010"	"2010/06"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jul., 2010"	"2010/07"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Oct., 2010"	"2010/10"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Dec., 2010"	"2010/12"	2	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"			12	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jan., 2011"	"2011/01"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Feb., 2011"	"2011/02"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Mar., 2011"	"2011/03"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Apr., 2011"	"2011/04"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"May, 2011"	"2011/05"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jun., 2011"	"2011/06"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jul., 2011"	"2011/07"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Aug., 2011"	"2011/08"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Oct., 2011"	"2011/10"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Nov., 2011"	"2011/11"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Dec., 2011"	"2011/12"	3	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"			19	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Feb., 2012"	"2012/02"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Apr., 2012"	"2012/04"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jul., 2012"	"2012/07"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Aug., 2012"	"2012/08"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Oct., 2012"	"2012/10"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Nov., 2012"	"2012/11"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Dec., 2012"	"2012/12"	3	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"			11	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Mar., 2013"	"2013/03"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Apr., 2013"	"2013/04"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"May, 2013"	"2013/05"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jul., 2013"	"2013/07"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Oct., 2013"	"2013/10"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Nov., 2013"	"2013/11"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Dec., 2013"	"2013/12"	2	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"			10	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jan., 2014"	"2014/01"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Feb., 2014"	"2014/02"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Mar., 2014"	"2014/03"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Apr., 2014"	"2014/04"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"May, 2014"	"2014/05"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jun., 2014"	"2014/06"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Sep., 2014"	"2014/09"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Oct., 2014"	"2014/10"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Nov., 2014"	"2014/11"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Dec., 2014"	"2014/12"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"			18	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jan., 2015"	"2015/01"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Feb., 2015"	"2015/02"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Mar., 2015"	"2015/03"	3	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jun., 2015"	"2015/06"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jul., 2015"	"2015/07"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Aug., 2015"	"2015/08"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Sep., 2015"	"2015/09"	1	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Oct., 2015"	"2015/10"	2	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Dec., 2015"	"2015/12"	1	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"			14	Not Applicable	Not Applicable
"Total"	"Intestinal infectious diseases"	"A00-A09"					139	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Jan., 1999"	"1999/01"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Jul., 1999"	"1999/07"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Sep., 1999"	"1999/09"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"1999"	"1999"			3	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2000"	"2000"	"Apr., 2000"	"2000/04"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2000"	"2000"			1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Nov., 2003"	"2003/11"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2003"	"2003"	"Dec., 2003"	"2003/12"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2003"	"2003"			2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2004"	"2004"	"Apr., 2004"	"2004/04"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2004"	"2004"	"Nov., 2004"	"2004/11"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2004"	"2004"			2	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2005"	"2005"	"Mar., 2005"	"2005/03"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2005"	"2005"			1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2006"	"2006"	"Nov., 2006"	"2006/11"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2006"	"2006"			1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2007"	"2007"	"Sep., 2007"	"2007/09"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2007"	"2007"			1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2008"	"2008"	"Feb., 2008"	"2008/02"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2008"	"2008"	"Jun., 2008"	"2008/06"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2008"	"2008"	"Nov., 2008"	"2008/11"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2008"	"2008"			3	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2010"	"2010"	"Oct., 2010"	"2010/10"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2010"	"2010"	"Nov., 2010"	"2010/11"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2010"	"2010"	"Dec., 2010"	"2010/12"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2010"	"2010"			3	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2011"	"2011"	"Mar., 2011"	"2011/03"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2011"	"2011"	"Jun., 2011"	"2011/06"	2	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2011"	"2011"			3	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2014"	"2014"	"Jun., 2014"	"2014/06"	1	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"2014"	"2014"	"Dec., 2014"	"2014/12"	1	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"	"2014"	"2014"			2	Not Applicable	Not Applicable
"Total"	"Tuberculosis"	"A16-A19"					22	Not Applicable	Not Applicable
	"Certain zoonotic bacterial diseases"	"A20-A28"	"2007"	"2007"	"Oct., 2007"	"2007/10"	1	Not Applicable	Not Applicable
"Total"	"Certain zoonotic bacterial diseases"	"A20-A28"	"2007"	"2007"			1	Not Applicable	Not Applicable
	"Certain zoonotic bacterial diseases"	"A20-A28"	"2013"	"2013"	"Jun., 2013"	"2013/06"	1	Not Applicable	Not Applicable
"Total"	"Certain zoonotic bacterial diseases"	"A20-A28"	"2013"	"2013"			1	Not Applicable	Not Applicable
"Total"	"Certain zoonotic bacterial diseases"	"A20-A28"					2	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Jan., 1999"	"1999/01"	9	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Feb., 1999"	"1999/02"	15	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Mar., 1999"	"1999/03"	15	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Apr., 1999"	"1999/04"	8	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"May, 1999"	"1999/05"	6	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Jun., 1999"	"1999/06"	6	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Jul., 1999"	"1999/07"	7	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Aug., 1999"	"1999/08"	14	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Sep., 1999"	"1999/09"	3	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Oct., 1999"	"1999/10"	3	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Nov., 1999"	"1999/11"	5	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"	"Dec., 1999"	"1999/12"	19	Not Applicable	Not Applicable
"Total"	"Other bacterial diseases"	"A30-A49"	"1999"	"1999"			110	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Jan., 2000"	"2000/01"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Feb., 2000"	"2000/02"	12	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Mar., 2000"	"2000/03"	8	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Apr., 2000"	"2000/04"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"May, 2000"	"2000/05"	6	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Jun., 2000"	"2000/06"	4	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Jul., 2000"	"2000/07"	5	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Aug., 2000"	"2000/08"	3	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Sep., 2000"	"2000/09"	6	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Oct., 2000"	"2000/10"	1	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Nov., 2000"	"2000/11"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"	"Dec., 2000"	"2000/12"	10	Not Applicable	Not Applicable
"Total"	"Other bacterial diseases"	"A30-A49"	"2000"	"2000"			85	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Jan., 2001"	"2001/01"	15	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Feb., 2001"	"2001/02"	13	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Mar., 2001"	"2001/03"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Apr., 2001"	"2001/04"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"May, 2001"	"2001/05"	5	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Jun., 2001"	"2001/06"	4	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Jul., 2001"	"2001/07"	5	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Aug., 2001"	"2001/08"	8	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Sep., 2001"	"2001/09"	7	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Oct., 2001"	"2001/10"	6	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Nov., 2001"	"2001/11"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"	"Dec., 2001"	"2001/12"	10	Not Applicable	Not Applicable
"Total"	"Other bacterial diseases"	"A30-A49"	"2001"	"2001"			103	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Jan., 2002"	"2002/01"	15	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Feb., 2002"	"2002/02"	12	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Mar., 2002"	"2002/03"	16	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Apr., 2002"	"2002/04"	12	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"May, 2002"	"2002/05"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Jun., 2002"	"2002/06"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Jul., 2002"	"2002/07"	6	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Aug., 2002"	"2002/08"	6	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Sep., 2002"	"2002/09"	8	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Oct., 2002"	"2002/10"	12	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Nov., 2002"	"2002/11"	9	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"	"Dec., 2002"	"2002/12"	13	Not Applicable	Not Applicable
"Total"	"Other bacterial diseases"	"A30-A49"	"2002"	"2002"			129	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Jan., 2003"	"2003/01"	8	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Feb., 2003"	"2003/02"	13	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Mar., 2003"	"2003/03"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Apr., 2003"	"2003/04"	10	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"May, 2003"	"2003/05"	6	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Jun., 2003"	"2003/06"	7	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Jul., 2003"	"2003/07"	1	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Aug., 2003"	"2003/08"	1	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Sep., 2003"	"2003/09"	8	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Oct., 2003"	"2003/10"	3	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Nov., 2003"	"2003/11"	11	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"	"Dec., 2003"	"2003/12"	16	Not Applicable	Not Applicable
"Total"	"Other bacterial diseases"	"A30-A49"	"2003"	"2003"			94	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2004"	"2004"	"Jan., 2004"	"2004/01"	11	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2004"	"2004"	"Feb., 2004"	"2004/02"	9	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2004"	"2004"	"Mar., 2004"	"2004/03"	15	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2004"	"2004"	"Apr., 2004"	"2004/04"	7	Not Applicable	Not Applicable
	"Other bacterial diseases"	"A30-A49"	"2004"	"2004"	"May, 2004"	"2004/05"	7	Not Applicable	Not Applicable
