"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Feb., 2005"	"2005/02"	166	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Mar., 2005"	"2005/03"	207	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Apr., 2005"	"2005/04"	203	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"May, 2005"	"2005/05"	180	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jun., 2005"	"2005/06"	192	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Jul., 2005"	"2005/07"	148	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Aug., 2005"	"2005/08"	135	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Sep., 2005"	"2005/09"	150	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Oct., 2005"	"2005/10"	165	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Nov., 2005"	"2005/11"	137	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2005"	"2005"	"Dec., 2005"	"2005/12"	207	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Jan., 2006"	"2006/01"	188	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Feb., 2006"	"2006/02"	203	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Mar., 2006"	"2006/03"	230	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Apr., 2006"	"2006/04"	229	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"May, 2006"	"2006/05"	198	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Jun., 2006"	"2006/06"	210	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Jul., 2006"	"2006/07"	179	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Aug., 2006"	"2006/08"	195	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Sep., 2006"	"2006/09"	184	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Oct., 2006"	"2006/10"	174	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Nov., 2006"	"2006/11"	173	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2006"	"2006"	"Dec., 2006"	"2006/12"	203	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Jan., 2007"	"2007/01"	211	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Feb., 2007"	"2007/02"	195	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Mar., 2007"	"2007/03"	236	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Apr., 2007"	"2007/04"	193	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"May, 2007"	"2007/05"	207	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Jun., 2007"	"2007/06"	206	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Jul., 2007"	"2007/07"	201	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Aug., 2007"	"2007/08"	179	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Sep., 2007"	"2007/09"	163	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Oct., 2007"	"2007/10"	159	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Nov., 2007"	"2007/11"	198	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2007"	"2007"	"Dec., 2007"	"2007/12"	205	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jan., 2008"	"2008/01"	227	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Feb., 2008"	"2008/02"	222	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Mar., 2008"	"2008/03"	285	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Apr., 2008"	"2008/04"	273	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"May, 2008"	"2008/05"	257	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jun., 2008"	"2008/06"	231	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Jul., 2008"	"2008/07"	216	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Aug., 2008"	"2008/08"	223	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Sep., 2008"	"2008/09"	196	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Oct., 2008"	"2008/10"	204	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Nov., 2008"	"2008/11"	200	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2008"	"2008"	"Dec., 2008"	"2008/12"	234	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jan., 2009"	"2009/01"	367	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Feb., 2009"	"2009/02"	315	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Mar., 2009"	"2009/03"	346	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Apr., 2009"	"2009/04"	298	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"May, 2009"	"2009/05"	314	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jun., 2009"	"2009/06"	246	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Jul., 2009"	"2009/07"	259	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Aug., 2009"	"2009/08"	227	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Sep., 2009"	"2009/09"	230	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Oct., 2009"	"2009/10"	259	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Nov., 2009"	"2009/11"	270	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2009"	"2009"	"Dec., 2009"	"2009/12"	293	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jan., 2010"	"2010/01"	304	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Feb., 2010"	"2010/02"	280	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Mar., 2010"	"2010/03"	351	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Apr., 2010"	"2010/04"	331	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"May, 2010"	"2010/05"	310	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jun., 2010"	"2010/06"	273	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Jul., 2010"	"2010/07"	248	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Aug., 2010"	"2010/08"	284	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Sep., 2010"	"2010/09"	243	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Oct., 2010"	"2010/10"	263	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Nov., 2010"	"2010/11"	271	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2010"	"2010"	"Dec., 2010"	"2010/12"	326	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jan., 2011"	"2011/01"	378	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Feb., 2011"	"2011/02"	332	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Mar., 2011"	"2011/03"	391	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Apr., 2011"	"2011/04"	337	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"May, 2011"	"2011/05"	278	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jun., 2011"	"2011/06"	285	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Jul., 2011"	"2011/07"	261	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Aug., 2011"	"2011/08"	284	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Sep., 2011"	"2011/09"	242	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Oct., 2011"	"2011/10"	290	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Nov., 2011"	"2011/11"	319	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2011"	"2011"	"Dec., 2011"	"2011/12"	320	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jan., 2012"	"2012/01"	339	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Feb., 2012"	"2012/02"	336	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Mar., 2012"	"2012/03"	326	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Apr., 2012"	"2012/04"	340	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"May, 2012"	"2012/05"	298	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jun., 2012"	"2012/06"	280	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Jul., 2012"	"2012/07"	274	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Aug., 2012"	"2012/08"	284	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Sep., 2012"	"2012/09"	270	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Oct., 2012"	"2012/10"	259	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Nov., 2012"	"2012/11"	264	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2012"	"2012"	"Dec., 2012"	"2012/12"	310	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jan., 2013"	"2013/01"	376	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Feb., 2013"	"2013/02"	359	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Mar., 2013"	"2013/03"	371	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Apr., 2013"	"2013/04"	316	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"May, 2013"	"2013/05"	296	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jun., 2013"	"2013/06"	265	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Jul., 2013"	"2013/07"	241	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Aug., 2013"	"2013/08"	280	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Sep., 2013"	"2013/09"	240	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Oct., 2013"	"2013/10"	271	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Nov., 2013"	"2013/11"	279	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2013"	"2013"	"Dec., 2013"	"2013/12"	291	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jan., 2014"	"2014/01"	310	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Feb., 2014"	"2014/02"	322	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Mar., 2014"	"2014/03"	292	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Apr., 2014"	"2014/04"	294	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"May, 2014"	"2014/05"	306	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jun., 2014"	"2014/06"	278	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Jul., 2014"	"2014/07"	278	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Aug., 2014"	"2014/08"	242	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Sep., 2014"	"2014/09"	249	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Oct., 2014"	"2014/10"	245	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Nov., 2014"	"2014/11"	279	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2014"	"2014"	"Dec., 2014"	"2014/12"	290	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jan., 2015"	"2015/01"	324	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Feb., 2015"	"2015/02"	321	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Mar., 2015"	"2015/03"	351	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Apr., 2015"	"2015/04"	329	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"May, 2015"	"2015/05"	328	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jun., 2015"	"2015/06"	249	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Jul., 2015"	"2015/07"	249	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Aug., 2015"	"2015/08"	296	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Sep., 2015"	"2015/09"	240	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Oct., 2015"	"2015/10"	272	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Nov., 2015"	"2015/11"	254	Not Applicable	Not Applicable
	"Intestinal infectious diseases"	"A00-A09"	"2015"	"2015"	"Dec., 2015"	"2015/12"	266	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Jan., 1999"	"1999/01"	39	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Feb., 1999"	"1999/02"	26	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Mar., 1999"	"1999/03"	26	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Apr., 1999"	"1999/04"	28	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"May, 1999"	"1999/05"	27	Not Applicable	Not Applicable
	"Tuberculosis"	"A16-A19"	"1999"	"1999"	"Jun., 1999"	"1999/06"	29	Not Applicable	Not Applicable
